entityid,codpartidaabierta,fe,fv,plazofactura,vidafactura,daystodue,plazoconsumido,fec,fec_desde_fobs,rango_fec,lgd,pdriim,riim10,pdriim_norm,sector,tiposegmento,importe,log_importe,impacto,importe_norm,riim10_norm,score_fec,score,escala,plazo_consumido_adj
3495176.0,1.0185909000039642e+17,2025-10-31,2026-10-01,71.0,10.0,61.0,0.1408,-10.0,51.0,-15--7,"0,0005","0,0076",9.0,"0,0110",COMERCIO,1.0,"107,35","2,0308",0,"0,2069","0,1111","0,25","17,86",BAJA,0.1408
4810324.0,1.0185909000040158e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,-11.0,40.0,-15--7,"0,0005","0,0156",8.0,"0,0328",COMERCIO,1.0,"28,7","1,4579",0,"0,0918","0,2222","0,25","17,85",BAJA,0.16390000000000002
2416736.0,1.0185909000037989e+17,2025-09-11,2025-11-11,61.0,60.0,1.0,0.9836,51.0,52.0,30-60,"0,1638","0,1783",1.0,"0,4771",COMERCIO,1.0,"658,24","2,8184",0,"0,3650","1,0000","0,8","73,65",MUY ALTA,0.9836
2416736.0,1.018590900003789e+17,2025-08-31,,61.0,71.0,-10.0,1.1639,62.0,52.0,60-90,"0,3718","0,1783",1.0,"0,4771",COMERCIO,1.0,"82,23","1,9150",0,"0,1836","1,0000","0,6","53,04",MUY ALTA,0.0
2416736.0,1.018590900003783e+17,2025-07-31,,61.0,102.0,-41.0,1.6721000000000001,93.0,52.0,90-180,"0,5306","0,1783",1.0,"0,4771",COMERCIO,1.0,"127,52","2,1056",0,"0,2219","1,0000","0,5","52,04",MUY ALTA,0.0
2991827.0,1.0185909000040765e+17,2025-09-30,,0.0,41.0,-41.0,41.0,93.0,52.0,90-180,"0,3563","0,1653",1.0,"0,4416",INDUSTRIA,1.0,"15,51","1,1906",0,"0,0382","1,0000","0,5","45,80",ALTA,0.0
5030160.0,1.0185909000038365e+17,2025-10-06,2025-06-12,61.0,35.0,26.0,0.5738,26.0,52.0,15-30,"0,0834","0,1566",1.0,"0,4178",COMERCIO,1.0,"329,12","2,5174",0,"0,3045","1,0000","0,85","68,64",MUY ALTA,0.5738
2787315.0,1.018590900003861e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0012","0,0895",3.0,"0,2346",COMERCIO,4.0,"20,85","1,3191",0,"0,0640","0,7778","0,8","49,58",ALTA,0.3333
110132395.0,1.0185909000038571e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0004","0,0965",3.0,"0,2537",COMERCIO,1.0,"20,85","1,3191",0,"0,0640","0,7778","0,8","49,58",ALTA,0.3333
3960000.0,1.0185909000038405e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0007","0,0999",3.0,"0,2630",INDUSTRIA,1.0,"20,85","1,3191",0,"0,0640","0,7778","0,8","49,58",ALTA,0.3333
111255270.0,1.0185909000038632e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0048","0,0999",3.0,"0,2630",TRANSPORTE,2.0,"20,85","1,3191",0,"0,0640","0,7778","0,8","49,58",ALTA,0.3333
119827033.0,1.0185909000038638e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0045","0,0834",3.0,"0,2180",,,"20,85","1,3191",0,"0,0640","0,7778","0,8","49,58",ALTA,0.3333
105074947.0,1.0185909000039077e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0026","0,0883",3.0,"0,2313",,,"20,74","1,3168",0,"0,0635","0,7778","0,8","49,56",ALTA,0.3333
2848436.0,1.0185909000038787e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-3.0,79.0,-7-0,"0,1218","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"12,51","1,0973",0,"0,0194","0,8889","0,8","49,48",ALTA,0.10869999999999999
2848436.0,1.0185909000038789e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-3.0,79.0,-7-0,"0,1218","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"12,51","1,0973",0,"0,0194","0,8889","0,8","49,48",ALTA,0.10869999999999999
3551965.0,1.0185909000038067e+17,2025-09-30,,51.0,41.0,10.0,0.8039000000000001,42.0,52.0,30-60,"0,0102","0,1024",3.0,"0,2698",,1.0,"717,78","2,8560",0,"0,3725","0,7778","0,8","64,77",MUY ALTA,0.8039000000000001
3281438.0,1.0185909000039509e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0045","0,1066",3.0,"0,2813",INDUSTRIA,1.0,"19,84","1,2975",0,"0,0596","0,7778","0,8","49,43",ALTA,0.3333
4250777.0,1.0185909000039837e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0011","0,1008",3.0,"0,2655",OTROS_SERVICIOS,4.0,"19,54","1,2909",0,"0,0583","0,7778","0,8","49,38",ALTA,0.3333
4800541.0,1.0185909000039755e+17,2025-10-31,2025-10-12,40.0,10.0,30.0,0.25,-7.0,23.0,-7-0,"0,0006","0,0999",3.0,"0,2630",COMERCIO,2.0,"25,85","1,4125",0,"0,0827","0,7778","0,8","49,38",ALTA,0.25
111255270.0,1.0185909000040726e+17,2025-09-01,2025-01-09,0.0,70.0,-70.0,70.0,122.0,52.0,90-180,"0,1664","0,0999",3.0,"0,2630",TRANSPORTE,2.0,"211,38","2,3251",0,"0,2659","0,7778","0,5","46,21",ALTA,0.0
101720657.0,1.0185909000038155e+17,2025-09-30,,56.0,41.0,15.0,0.7321,37.0,52.0,30-60,"0,1027","0,0916",3.0,"0,2404",EXCLUIDA,1.0,"192,79","2,2851",0,"0,2579","0,7778","0,8","60,16",MUY ALTA,0.7321
107636038.0,1.01859090000394e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0076","0,0837",3.0,"0,2188",COMERCIO,4.0,"19,48","1,2896",0,"0,0581","0,7778","0,8","49,37",ALTA,0.3333
111896854.0,1.0185909000040469e+17,2025-10-30,,82.0,11.0,71.0,0.1341,-19.0,52.0,-30--15,"0,0010","0,0814",4.0,"0,2125",COMERCIO,1.0,8000,"3,9031",1,"0,5828","0,6667","0,1","45,46",ALTA,0.1341
121040910.0,1.0185909000039256e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,1.0,52.0,0-7,"0,0076","0,081",4.0,"0,2114",,,"372,67","2,5713",0,"0,3154","0,6667",1,"57,36",MUY ALTA,0.16390000000000002
104333432.0,1.0185909000038307e+17,2025-09-30,,91.0,41.0,50.0,0.45049999999999996,2.0,52.0,0-7,"0,0022","0,07897863",4.0,"0,2059",,,"2019,46","3,3052",0,"0,4627","0,6667",1,"65,24",MUY ALTA,0.45049999999999996
3203240.0,1.0185909000040389e+17,2025-09-30,2025-10-12,71.0,41.0,30.0,0.5775,22.0,52.0,15-30,"0,1071","0,0618",4.0,"0,1590",INDUSTRIA,1.0,"33,6","1,5263",0,"0,1056","0,6667","0,85","50,91",MUY ALTA,0.5775
3381730.0,1.0185909000039766e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,1.0,52.0,0-7,"0,0002","0,0605",5.0,"0,1554",INDUSTRIA,2.0,"16372,76","4,2141",1,"0,6452","0,5556",1,"64,91",MUY ALTA,0.16390000000000002
4516361.0,1.018590900003824e+17,2025-09-30,,91.0,41.0,50.0,0.45049999999999996,2.0,52.0,0-7,"0,0051","0,0574",5.0,"0,1470",COMERCIO,1.0,"1308,83","3,1169",0,"0,4249","0,5556",1,"60,29",MUY ALTA,0.45049999999999996
3706204.0,1.0185909000038717e+17,2025-10-31,,30.0,10.0,20.0,0.3333,32.0,52.0,30-60,"0,0072","0,052",5.0,"0,1322",COMERCIO,1.0,"25,51","1,4067",0,"0,0816","0,5556","0,8","42,84",MEDIA,0.3333
3706204.0,1.0185909000038717e+17,2025-10-31,,30.0,10.0,20.0,0.3333,32.0,52.0,30-60,"0,0073","0,052",5.0,"0,1322",COMERCIO,1.0,"17,11","1,2333",0,"0,0467","0,5556","0,8","41,66",MEDIA,0.3333
3706204.0,1.0185909000038717e+17,2025-10-31,,30.0,10.0,20.0,0.3333,32.0,52.0,30-60,"0,0073","0,052",5.0,"0,1322",COMERCIO,1.0,"14,42","1,1590",0,"0,0318","0,5556","0,8","41,15",MEDIA,0.3333
3706204.0,1.0185909000038717e+17,2025-10-31,,30.0,10.0,20.0,0.3333,32.0,52.0,30-60,"0,0073","0,052",5.0,"0,1322",COMERCIO,1.0,"13,09","1,1169",0,"0,0234","0,5556","0,8","40,86",MEDIA,0.3333
2589173.0,1.0185909000040235e+17,2025-11-03,2026-03-01,61.0,7.0,54.0,0.1148,-2.0,52.0,-7-0,"0,0003","0,0511",5.0,"0,1298",INDUSTRIA,1.0,"1415,7","3,1510",0,"0,4318","0,5556","0,8","52,56",MUY ALTA,0.1148
9201534.0,1.0185909000039885e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-24.0,52.0,-30--15,"0,0002","0,0449",6.0,"0,1128",TRANSPORTE,2.0,"18383,66","4,2644",1,"0,6553","0,4444","0,1","40,41",MEDIA,0.11630000000000001
3000432.0,1.0185909000039525e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-24.0,52.0,-30--15,"0,0004","0,0338",6.0,"0,0825",COMERCIO,1.0,"304,07","2,4830",0,"0,2976","0,4444","0,1","28,25",BAJA,0.11630000000000001
3483474.0,1.0185909000038725e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-24.0,52.0,-30--15,"0,0003","0,0314",6.0,"0,0760",TRANSPORTE,1.0,"1574,26","3,1971",0,"0,4410","0,4444","0,1","33,12",BAJA,0.11630000000000001
3593856.0,1.0185909000033608e+17,2024-11-30,,45.0,345.0,-300.0,7.6667,352.0,52.0,180-365,"0,7103","0,0277",7.0,"0,0659",OTROS_SERVICIOS,1.0,"3146,49","3,4978",1,"0,5014","0,3333","0,3","34,95",BAJA,0.0
3346101.0,1.0185909000038512e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-24.0,52.0,-30--15,"0,0027","0,0257",7.0,"0,0604",TRANSPORTE,1.0,18,"1,2553",0,"0,0512","0,3333","0,1","16,20",BAJA,0.11630000000000001
3826827.0,1.018590900003928e+17,2025-10-31,2026-10-02,102.0,10.0,92.0,0.098,-40.0,52.0,<-30,"0,0024","0,0254",7.0,"0,0596",INDUSTRIA,1.0,"23035,55","4,3624",1,"0,6750","0,3333","0,05","36,08",BAJA,0.098
4965898.0,1.0185909000039734e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0056","0,0095",9.0,"0,0162",OTRAS_ACTIV_EMPR,1.0,"16,81","1,2256",0,"0,0452","0,1111","0,8","26,94",BAJA,0.3333
4965898.0,1.0185909000039736e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-3.0,17.0,-7-0,"0,0056","0,0095",9.0,"0,0162",OTRAS_ACTIV_EMPR,1.0,"16,44","1,2159",0,"0,0433","0,1111","0,8","26,87",BAJA,0.3333
3566711.0,1.0185909000038454e+17,2025-10-15,2025-10-12,56.0,26.0,30.0,0.4643,-7.0,23.0,-7-0,"0,0008","0,01",9.0,"0,0175",INDUSTRIA,1.0,"10,53","1,0224",0,"0,0044","0,1111","0,8","26,86",BAJA,0.4643
2849650.0,1.0185909000039707e+17,2025-10-31,,61.0,10.0,51.0,0.16390000000000002,-10.0,41.0,-15--7,"0,0024","0,0172",8.0,"0,0372",INDUSTRIA,1.0,"28,56","1,4558",0,"0,0914","0,2222","0,25","17,83",BAJA,0.16390000000000002
3495176.0,1.0185909000039638e+17,2025-10-31,2026-10-01,71.0,10.0,61.0,0.1408,-10.0,51.0,-15--7,"0,0005","0,0076",9.0,"0,0110",COMERCIO,1.0,"104,63","2,0197",0,"0,2046","0,1111","0,25","17,78",BAJA,0.1408
3941245.0,1.0185909000039298e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-24.0,52.0,-30--15,"0,0004","0,0157",8.0,"0,0331",INDUSTRIA,1.0,"1773,81","3,2489",0,"0,4514","0,2222","0,1","26,14",BAJA,0.11630000000000001
2982995.0,1.0185909000040189e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"331,26","2,5202",0,"0,3051","0,1111","0,1","17,43",BAJA,0.10869999999999999
2982995.0,1.0185909000040189e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"324,92","2,5118",0,"0,3034","0,1111","0,1","17,37",BAJA,0.10869999999999999
2982995.0,1.0185909000040189e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"323,34","2,5097",0,"0,3030","0,1111","0,1","17,36",BAJA,0.10869999999999999
2982995.0,1.0185909000040189e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"323,34","2,5097",0,"0,3030","0,1111","0,1","17,36",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"207,54","2,3171",0,"0,2643","0,1111","0,1","16,04",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"143,23","2,1560",0,"0,2320","0,1111","0,1","14,94",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"100,7","2,0030",0,"0,2013","0,1111","0,1","13,90",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-30.0,52.0,-30--15,"0,0068","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"46,08","1,6635",0,"0,1331","0,1111","0,1","11,58",BAJA,0.10869999999999999
119973563.0,1.0185909000040774e+17,2025-09-30,,0.0,41.0,-41.0,41.0,94.0,53.0,90-180,"0,5223","0,1743",1.0,"0,4662",,,"47,26","1,6745",0,"0,1353","1,0000","0,5","49,10",ALTA,0.0
115028623.0,1.018590900004076e+17,2025-09-30,,0.0,41.0,-41.0,41.0,94.0,53.0,90-180,"0,3138","0,172",1.0,"0,4599",,,"75,7","1,8791",0,"0,1764","1,0000","0,5","50,50",MUY ALTA,0.0
2848436.0,1.0185909000037728e+17,2025-04-30,,91.0,194.0,-103.0,2.1319,156.0,53.0,90-180,"0,4079","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"21,62","1,3349",0,"0,0671","0,8889","0,5","43,12",MEDIA,0.0
2848436.0,1.0185909000037728e+17,2025-04-30,,91.0,194.0,-103.0,2.1319,156.0,53.0,90-180,"0,4115","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"14,4","1,1584",0,"0,0317","0,8889","0,5","41,91",MEDIA,0.0
2848436.0,1.018590900003769e+17,2025-02-28,,89.0,255.0,-166.0,2.8651999999999997,219.0,53.0,180-365,"0,5664","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"14,4","1,1584",0,"0,0317","0,8889","0,3","37,31",BAJA,0.0
2848436.0,1.0185909000037674e+17,2025-01-31,,89.0,283.0,-194.0,3.1798,247.0,53.0,180-365,"0,6191","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"11,1","1,0453",0,"0,0090","0,8889","0,3","36,54",BAJA,0.0
107636038.0,1.01859090000394e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-1.0,19.0,-7-0,"0,0076","0,0837",3.0,"0,2188",COMERCIO,4.0,"19,05","1,2799",0,"0,0561","0,7778","0,8","49,31",ALTA,0.3333
117871056.0,1.0185909000038174e+17,2025-09-30,,61.0,41.0,20.0,0.6720999999999999,33.0,53.0,30-60,"0,0057","0,10572021",3.0,"0,2789",,,"1734,41","3,2392",0,"0,4495","0,7778","0,8","66,07",MUY ALTA,0.6720999999999999
4495936.0,1.0185909000037718e+17,2025-03-31,,0.0,224.0,-224.0,224.0,277.0,53.0,180-365,"0,6323","0,1057",3.0,"0,2789",OTRAS_ACTIV_EMPR,1.0,"26,22","1,4186",0,"0,0840","0,7778","0,3","35,42",BAJA,0.0
4280611.0,1.0185909000040878e+17,2025-07-02,2025-02-07,0.0,131.0,-131.0,131.0,184.0,53.0,180-365,"0,4684","0,0952",3.0,"0,2502",COMERCIO,4.0,"83,61","1,9223",0,"0,1851","0,7778","0,3","38,86",BAJA,0.0
104750035.0,1.0185909000038648e+17,2025-10-31,,55.0,10.0,45.0,0.1818,-5.0,40.0,-7-0,"0,0004","0,0999",3.0,"0,2630",TRANSPORTE,2.0,"30,85","1,4893",0,"0,0981","0,7778","0,8","49,22",ALTA,0.1818
104333432.0,1.0185909000038304e+17,2025-09-30,,91.0,41.0,50.0,0.45049999999999996,3.0,53.0,0-7,"0,0028","0,07897863",4.0,"0,2059",,,"862,89","2,9360",0,"0,3886","0,6667",1,"62,72",MUY ALTA,0.45049999999999996
4593652.0,1.0185909000038136e+17,2025-09-30,,91.0,41.0,50.0,0.45049999999999996,3.0,53.0,0-7,"0,0525","0,057",5.0,"0,1459",INDUSTRIA,1.0,"22,53","1,3528",0,"0,0707","0,5556",1,"48,24",ALTA,0.45049999999999996
4593652.0,1.0185909000038136e+17,2025-09-30,,91.0,41.0,50.0,0.45049999999999996,3.0,53.0,0-7,"0,0592","0,057",5.0,"0,1459",INDUSTRIA,1.0,"18,1","1,2577",0,"0,0516","0,5556",1,"47,59",ALTA,0.45049999999999996
4929382.0,1.0185909000040205e+17,2025-10-31,,30.0,10.0,20.0,0.3333,33.0,53.0,30-60,"0,0034","0,0529",5.0,"0,1347",,1.0,"1132,44","3,0540",0,"0,4123","0,5556","0,8","54,08",MUY ALTA,0.3333
2497566.0,1.0185909000038544e+17,2025-10-31,,76.0,10.0,66.0,0.1316,-13.0,53.0,-15--7,"0,0005","0,0367",6.0,"0,0905",INDUSTRIA,1.0,"17,68","1,2475",0,"0,0496","0,4444","0,25","23,42",BAJA,0.1316
2596349.0,1.018590900003815e+17,2025-09-30,,86.0,41.0,45.0,0.4767,8.0,53.0,7-15,"0,0052","0,0356",6.0,"0,0874",COMERCIO,1.0,"29,26","1,4663",0,"0,0935","0,4444","0,9","43,31",MEDIA,0.4767
2596349.0,1.018590900003815e+17,2025-09-30,,86.0,41.0,45.0,0.4767,8.0,53.0,7-15,"0,0053","0,0356",6.0,"0,0874",COMERCIO,1.0,"14,67","1,1664",0,"0,0333","0,4444","0,9","41,27",MEDIA,0.4767
2596349.0,1.018590900003815e+17,2025-09-30,,86.0,41.0,45.0,0.4767,8.0,53.0,7-15,"0,0053","0,0356",6.0,"0,0874",COMERCIO,1.0,"12,28","1,0892",0,"0,0178","0,4444","0,9","40,74",MEDIA,0.4767
2593467.0,1.0185909000040722e+17,2025-08-25,,0.0,77.0,-77.0,77.0,130.0,53.0,90-180,"0,2831","0,0321",6.0,"0,0779",COMERCIO,1.0,"3675,52","3,5653",1,"0,5149","0,4444","0,5","43,67",MEDIA,0.0
3297097.0,1.0185909000040134e+17,2025-10-31,,50.0,10.0,40.0,0.2,-11.0,29.0,-15--7,"0,0005","0,0116",9.0,"0,0219",COMERCIO,1.0,"84,69","1,9278",0,"0,1862","0,1111","0,25","17,75",BAJA,0.2
2687834.0,1.0185909000038506e+17,2025-10-31,,55.0,10.0,45.0,0.1818,-8.0,37.0,-15--7,"0,0023","0,0239",8.0,"0,0555",COMERCIO,1.0,"24,5","1,3892",0,"0,0780","0,2222","0,25","17,56",BAJA,0.1818
1660716.0,1.0185909000038405e+17,2025-10-31,,45.0,10.0,35.0,0.22219999999999998,-2.0,33.0,-7-0,"0,0022","0,0118",9.0,"0,0225",COMERCIO,1.0,"22,85","1,3589",0,"0,0720","0,1111","0,8","26,74",BAJA,0.22219999999999998
2262311.0,1.018590900003996e+17,2025-10-31,2025-01-12,31.0,10.0,21.0,0.3226,-1.0,20.0,-7-0,"0,0028","0,0143",9.0,"0,0293",INDUSTRIA,1.0,"15,32","1,1853",0,"0,0371","0,1111","0,8","26,55",BAJA,0.3226
4865689.0,1.018590900003812e+17,2025-09-30,,117.0,41.0,76.0,0.3504,-23.0,53.0,-30--15,"0,0013","0,0205",8.0,"0,0462",COMERCIO,1.0,"1907,26","3,2804",0,"0,4577","0,2222","0,1","28,70",BAJA,0.3504
2085786.0,1.0185909000038506e+17,2025-10-31,,55.0,10.0,45.0,0.1818,-7.0,38.0,-7-0,"0,0004","0,0105",9.0,"0,0189",INDUSTRIA,1.0,"24,5","1,3892",0,"0,0780","0,1111","0,8","26,54",BAJA,0.1818
3495176.0,1.0185909000039646e+17,2025-10-31,2026-10-01,71.0,10.0,61.0,0.1408,-10.0,51.0,-15--7,"0,0005","0,0076",9.0,"0,0110",COMERCIO,1.0,"92,84","1,9677",0,"0,1942","0,1111","0,25","17,43",BAJA,0.1408
3165693.0,1.0185909000038544e+17,2025-10-31,,50.0,10.0,40.0,0.2,-10.0,30.0,-15--7,"0,0023","0,0189",8.0,"0,0418",COMERCIO,1.0,22,"1,3424",0,"0,0687","0,2222","0,25","17,42",BAJA,0.2
3495176.0,1.0185909000039645e+17,2025-10-31,2026-10-01,71.0,10.0,61.0,0.1408,-10.0,51.0,-15--7,"0,0005","0,0076",9.0,"0,0110",COMERCIO,1.0,"91,61","1,9619",0,"0,1930","0,1111","0,25","17,39",BAJA,0.1408
3941245.0,1.0185909000038574e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-23.0,53.0,-30--15,"0,0005","0,0157",8.0,"0,0331",INDUSTRIA,1.0,22,"1,3424",0,"0,0687","0,2222","0,1","13,13",BAJA,0.11630000000000001
1630530.0,1.0185909000039629e+17,2025-10-31,,86.0,10.0,76.0,0.11630000000000001,-23.0,53.0,-30--15,"0,0002","0,015",9.0,"0,0312",COMERCIO,1.0,"16270,56","4,2114",1,"0,6447","0,1111","0,1","29,05",BAJA,0.11630000000000001
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0052","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"875,18","2,9421",0,"0,3898","0,1111","0,1","20,31",BAJA,0.10869999999999999
2982995.0,1.0185909000038749e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0052","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"872,62","2,9408",0,"0,3896","0,1111","0,1","20,30",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0059","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"797,4","2,9017",0,"0,3817","0,1111","0,1","20,03",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"629,89","2,7993",0,"0,3611","0,1111","0,1","19,33",BAJA,0.10869999999999999
2982995.0,1.018590900003875e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"552,22","2,7421",0,"0,3497","0,1111","0,1","18,94",BAJA,0.10869999999999999
2982995.0,1.0185909000040189e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0063","0,0131",9.0,"0,0260",INDUSTRIA,1.0,"332,85","2,5222",0,"0,3055","0,1111","0,1","17,44",BAJA,0.10869999999999999
4969450.0,1.0185909000040022e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-29.0,53.0,-30--15,"0,0006","0,0089",9.0,"0,0145",INDUSTRIA,1.0,"322,38","2,5084",0,"0,3027","0,1111","0,1","17,35",BAJA,0.10869999999999999
3404496.0,1.0185909000038638e+17,2025-10-31,,45.0,10.0,35.0,0.22219999999999998,-6.0,29.0,-7-0,"0,0006","0,0135",9.0,"0,0271",INDUSTRIA,1.0,"20,85","1,3191",0,"0,0640","0,1111","0,8","26,46",BAJA,0.22219999999999998
3434596.0,1.0185909000039858e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0148",9.0,"0,0307",TRANSPORTE,1.0,"14,28","1,1547",0,"0,0310","0,1111","0,8","26,45",BAJA,0.3333
3456976.0,1.018590900004001e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-4.0,16.0,-7-0,"0,0004","0,0118",9.0,"0,0225",COMERCIO,1.0,"14,27","1,1544",0,"0,0309","0,1111","0,8","26,45",BAJA,0.3333
4450580.0,1.0185909000040442e+17,2025-10-31,,30.0,10.0,20.0,0.3333,-2.0,18.0,-7-0,"0,0047","0,0073",9.0,"0,0102",COMERCIO,1.0,"14,07","1,1483",0,"0,0297","0,1111","0,8","26,41",BAJA,0.3333
4677222.0,1.0185909000040755e+17,2025-09-30,,0.0,41.0,-41.0,41.0,95.0,54.0,90-180,"0,2973","0,2767",1.0,"0,7458",COMERCIO,1.0,"14,19","1,1520",0,"0,0304","1,0000","0,5","45,53",ALTA,0.0
114614853.0,1.0185909000038146e+17,2025-09-30,,30.0,41.0,-11.0,1.3666999999999998,65.0,54.0,60-90,"0,0939","0,2455",1.0,"0,6606",,,"25,67","1,4094",0,"0,0821","1,0000","0,6","49,59",ALTA,0.0
2983390.0,1.0185909000037795e+17,2025-06-30,,56.0,133.0,-77.0,2.375,131.0,54.0,90-180,"0,5486","0,1716",1.0,"0,4588",COMERCIO,1.0,"30,47","1,4839",0,"0,0971","1,0000","0,5","47,80",ALTA,0.0
5030160.0,1.0185909000037845e+17,2025-08-05,2025-05-10,61.0,97.0,-36.0,1.5902,90.0,54.0,60-90,"0,2161","0,1566",1.0,"0,4178",COMERCIO,1.0,"329,12","2,5174",0,"0,3045","1,0000","0,6","57,15",MUY ALTA,0.0
5030160.0,1.0185909000037845e+17,2025-08-05,2025-05-10,61.0,97.0,-36.0,1.5902,90.0,54.0,60-90,"0,2161","0,1566",1.0,"0,4178",COMERCIO,1.0,"329,12","2,5174",0,"0,3045","1,0000","0,6","57,15",MUY ALTA,0.0
5030160.0,1.0185909000037845e+17,2025-08-05,2025-05-10,61.0,97.0,-36.0,1.5902,90.0,54.0,60-90,"0,2161","0,1566",1.0,"0,4178",COMERCIO,1.0,"329,12","2,5174",0,"0,3045","1,0000","0,6","57,15",MUY ALTA,0.0
109032567.0,1.0185909000040747e+17,2025-09-05,2025-05-09,0.0,66.0,-66.0,66.0,120.0,54.0,90-180,"0,3757","0,1563",1.0,"0,4170",COMERCIO,2.0,"38,78","1,5886",0,"0,1181","1,0000","0,5","48,51",ALTA,0.0
2848436.0,1.0185909000038789e+17,2025-10-31,,92.0,10.0,82.0,0.10869999999999999,-3.0,79.0,-7-0,"0,1218","0,1481",2.0,"0,3946",INDUSTRIA,1.0,"11,2","1,0492",0,"0,0098","0,8889","0,8","49,15",ALTA,0.10869999999999999
